mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,d_mfcc_1_mean,d_mfcc_2_mean,d_mfcc_3_mean,d_mfcc_4_mean,d_mfcc_5_mean,d_mfcc_6_mean,d_mfcc_7_mean,d_mfcc_8_mean,d_mfcc_9_mean,d_mfcc_10_mean,d_mfcc_11_mean,d_mfcc_12_mean,d_mfcc_13_mean,d_mfcc_1_std,d_mfcc_2_std,d_mfcc_3_std,d_mfcc_4_std,d_mfcc_5_std,d_mfcc_6_std,d_mfcc_7_std,d_mfcc_8_std,d_mfcc_9_std,d_mfcc_10_std,d_mfcc_11_std,d_mfcc_12_std,d_mfcc_13_std,d2_mfcc_1_mean,d2_mfcc_2_mean,d2_mfcc_3_mean,d2_mfcc_4_mean,d2_mfcc_5_mean,d2_mfcc_6_mean,d2_mfcc_7_mean,d2_mfcc_8_mean,d2_mfcc_9_mean,d2_mfcc_10_mean,d2_mfcc_11_mean,d2_mfcc_12_mean,d2_mfcc_13_mean,d2_mfcc_1_std,d2_mfcc_2_std,d2_mfcc_3_std,d2_mfcc_4_std,d2_mfcc_5_std,d2_mfcc_6_std,d2_mfcc_7_std,d2_mfcc_8_std,d2_mfcc_9_std,d2_mfcc_10_std,d2_mfcc_11_std,d2_mfcc_12_std,d2_mfcc_13_std,jitter_local,jitter_rap,shimmer_local,shimmer_apq3,hnr,label,type,person_id,recording
-262.87451171875,144.7816162109375,-37.522193908691406,8.247974395751953,-53.544559478759766,-7.724211692810059,-39.00502014160156,8.299604415893555,19.793214797973636,-21.296693801879883,-22.75420570373535,13.462591171264648,-9.371326446533203,16.939449310302734,6.911706924438477,7.245369911193848,7.474120140075684,7.388030529022217,4.465819835662842,5.544405937194824,4.551810264587402,5.981504917144775,4.791136264801025,4.207638263702393,4.1872100830078125,4.031517505645752,-0.164338544011116,-0.0223862305283546,-0.0230775997042655,0.0860848128795623,-0.0317316949367523,-0.0104828281328082,-0.0299131479114294,0.000301408523228,0.0472216643393039,-0.0012537010479718,0.0345616303384304,0.0636167153716087,-0.0179177429527044,2.3601768016815186,1.057843565940857,1.2666637897491455,0.9925442337989808,0.9189691543579102,0.7320982217788696,0.903243601322174,0.604572594165802,0.9255532026290894,0.7320863008499146,0.7189139127731323,0.7699363231658936,0.5615402460098267,0.3029640018939972,0.0355908162891864,0.1442371010780334,-0.0386236310005188,0.0539501346647739,-0.0546468570828437,0.0952742546796798,-0.0523066781461238,-0.0545461252331733,0.0168732963502407,0.0335661061108112,-0.0704116895794868,-7.47501544537954e-05,1.5042221546173096,0.6930637955665588,0.6903791427612305,0.5808863639831543,0.5434057712554932,0.4463777542114258,0.6034764051437378,0.4244595468044281,0.5051833391189575,0.4367773830890655,0.4104962348937988,0.4902533292770386,0.3949056565761566,0.0028342307015571,0.0016500755384055,0.033892549243638,0.0203690885362115,23.686922944564888,0,healthy,1,a_n
-214.8794403076172,181.8311767578125,0.4204526245594024,16.48317527770996,-45.85968780517578,13.215620994567873,-4.368038654327393,-14.200933456420898,10.142373085021973,4.647223949432373,-8.633005142211914,-9.149822235107422,5.795348644256592,15.359427452087402,6.290653705596924,4.499523639678955,3.9079225063323975,5.689269542694092,5.851268291473389,4.102222919464111,3.665958881378174,3.649144411087036,3.313838481903076,2.9261507987976074,4.0190043449401855,4.279904842376709,-0.2689321339130401,0.1454477608203888,0.0569504164159297,0.0410231538116931,-0.0848153308033943,0.0403751395642757,0.0389800406992435,-0.031394924968481,0.0184170212596654,0.0375969633460044,-0.0033506471663713,-0.0317632406949996,0.0567839331924915,2.8050222396850586,1.0773308277130127,0.6864305734634399,0.4287459552288055,0.9927331805229188,0.6078459024429321,0.6915427446365356,0.6825745105743408,0.4470823407173157,0.383070558309555,0.4660761654376983,0.5322496294975281,0.4131182134151459,0.3832001686096191,-0.1072589010000228,0.0593976825475692,-0.0416116565465927,0.0976884290575981,-0.0584973581135273,0.0139530589804053,0.0390979200601577,-0.0383892320096492,-0.0236229188740253,0.0070558977313339,0.0093688163906335,0.000677888514474,1.797842502593994,0.7160553336143494,0.4931417405605316,0.3861070871353149,0.5378580689430237,0.4343748986721039,0.3972184360027313,0.4104446470737457,0.3486934602260589,0.3448441922664642,0.3223055899143219,0.3481978476047516,0.3425949513912201,0.0031729426861521,0.0017956372972826,0.0317117646573183,0.0138309464396366,21.394700330323666,0,healthy,10,a_n
-210.71897888183597,251.3302459716797,23.0690860748291,2.575841188430786,-18.438739776611328,8.406880378723145,-21.38186264038086,-12.392431259155272,4.69534158706665,-3.864168405532837,-4.706320762634277,-21.785558700561523,0.4235347807407379,15.72666358947754,12.808713912963867,4.556638717651367,3.204277515411377,3.0598301887512207,5.645144462585449,2.5150856971740723,2.67338490486145,2.5079946517944336,3.478615522384644,2.943142890930176,4.061252117156982,2.0708425045013428,0.1873184740543365,-0.1618661433458328,0.0868470445275306,0.0515200234949588,0.0201967414468526,-0.0527394860982894,-0.0577489994466304,-0.031909804791212,-0.0352881513535976,-0.0927202254533767,-0.1263616979122162,0.0446410663425922,0.0337213203310966,2.93647837638855,2.4339675903320312,0.8870965838432312,0.6161453127861023,0.6039324402809143,0.9499820470809937,0.4568922221660614,0.3736014366149902,0.3976386785507202,0.7214136719703674,0.5675690174102783,0.723131537437439,0.4579249322414398,0.8962830305099487,-0.8195890188217163,0.1676471978425979,0.1420754790306091,0.1752494126558303,-0.3034324645996094,0.1183218359947204,0.1175558790564537,-0.020574614405632,0.0743929222226142,-0.044918168336153,0.1754883229732513,-0.0815540850162506,1.91339111328125,1.7381399869918823,0.5548070669174194,0.47613725066185,0.4612995684146881,0.7497845888137817,0.3434929251670837,0.3067319989204407,0.265115737915039,0.4123483002185821,0.4122390747070312,0.419717013835907,0.2795423567295074,0.003343030392475,0.0017797786048588,0.0522823842469888,0.028784488794779,23.618812979830683,0,healthy,100,a_n
-255.61631774902344,233.8477325439453,30.002063751220703,28.910724639892575,-27.6712703704834,-14.14046573638916,-3.935784339904785,3.71583104133606,-6.35093879699707,5.5986175537109375,17.775623321533203,-27.7838077545166,-17.371963500976562,14.446525573730469,8.758139610290527,5.1393914222717285,4.395833492279053,5.320881843566895,3.797071695327759,6.19680118560791,2.962813138961792,4.583058834075928,3.552170753479004,3.905652046203613,4.189541339874268,3.601299524307251,-0.392317533493042,0.1090593561530113,-0.0418901517987251,0.1680763363838195,-0.034570500254631,-0.0728809237480163,0.1008867248892784,0.0694015100598335,-0.0684742107987403,0.0549656115472316,0.0942522138357162,-0.098612442612648,0.0276673939079046,1.763431191444397,1.5931462049484253,0.953014075756073,0.6144058108329773,0.957137167453766,0.6542393565177917,0.7500473856925964,0.455579400062561,0.8041843771934509,0.5435795783996582,0.7659111618995667,0.7905136942863464,0.5756224393844604,0.3359791934490204,-0.3267425298690796,0.0957142114639282,-0.0366718247532844,0.106481947004795,0.0240393094718456,-0.0144195901229977,0.0087585495784878,0.1099715083837509,0.0005669612437486,-0.1069865450263023,0.1192017272114753,0.0602211840450763,1.3979464769363403,1.099646806716919,0.6108095645904541,0.393753707408905,0.5467637181282043,0.3909465074539184,0.3871060311794281,0.3703627288341522,0.5188984870910645,0.3824721872806549,0.5086748003959656,0.489575058221817,0.4121913611888885,0.0060093512278183,0.0023065122680897,0.0316488806413925,0.0164288571012808,21.64571510512745,0,healthy,1000,a_n
-230.0064239501953,261.5664367675781,3.2742652893066406,17.162620544433594,-16.51056671142578,-5.635837554931641,-29.62414932250977,4.763702869415283,24.45579719543457,-4.744685173034668,1.9470624923706052,-4.41438627243042,-3.60369086265564,26.011064529418945,7.605809688568115,10.288837432861328,6.474868297576904,4.276226997375488,3.68695330619812,3.820188283920288,3.8524696826934814,4.145312309265137,2.661526918411255,3.813248872756958,3.2537055015563965,2.597643613815308,-0.3771812319755554,0.0110132880508899,0.0957602933049202,-0.0388054475188255,0.0138378972187638,0.0069136298261582,0.0175626631826162,0.0134227601811289,-0.0354859195649623,0.0331099592149257,0.0115944854915142,-0.015255769714713,0.0264952313154935,1.5857090950012207,1.3273694515228271,1.193525314331055,1.049242615699768,0.7746134996414185,0.7150216102600098,0.747767984867096,0.6523962020874023,0.5042822957038879,0.4697461128234863,0.5043221712112427,0.427871435880661,0.3833591341972351,0.1376884579658508,-0.1999990940093994,0.1219823583960533,-0.0377985388040542,0.030743520706892,-0.0410458892583847,0.0444677397608757,0.0020254820119589,-0.0323104597628116,0.0302092842757701,-0.011195171624422,0.0019844444468617,0.0098720453679561,0.8759368658065796,0.913752019405365,0.7036941051483154,0.484261691570282,0.4630592167377472,0.4096478223800659,0.3611172139644623,0.3838579058647156,0.336040735244751,0.2527928054332733,0.2834548056125641,0.2614032030105591,0.2693618834018707,0.0054225226016747,0.0028526494080302,0.0217908584451657,0.010950963096697,23.212946788788116,0,healthy,1002,a_n
-238.31480407714844,256.2337951660156,9.416736602783203,-7.220089435577393,-22.5100040435791,-14.699960708618164,-28.165401458740234,0.6491212248802185,19.02652359008789,-1.538410782814026,10.470904350280762,-0.2551390826702118,-13.418987274169922,14.917194366455078,9.321319580078123,7.117818355560303,8.503814697265625,6.228695392608643,3.3555920124053955,4.652945041656494,5.1107707023620605,2.888873338699341,3.2338898181915283,2.957106828689575,4.145279407501221,4.408648014068604,-0.2443663775920868,0.0205071028321981,0.0943174585700035,0.0988891422748565,-0.0346007198095321,-0.0104214381426572,0.0284466743469238,-0.0285683963447809,-0.0088146375492215,0.0068720150738954,0.0237158332020044,-0.004444605205208,-0.0684965476393699,2.062260627746582,1.579309582710266,0.9044977426528932,0.6742532849311829,0.6768335103988647,0.5943143963813782,0.5841997265815735,0.5066810250282288,0.4514437317848205,0.4548279047012329,0.5420595407485962,0.559051513671875,0.6028228998184204,0.3346986472606659,-0.2924269139766693,0.1347222030162811,0.0605757348239421,-0.0252331793308258,-0.0388854034245014,0.0636793449521064,-0.0165504794567823,-0.0060300063341856,0.0538146384060382,-0.0330093689262867,0.0265532452613115,0.0318528935313224,1.2989078760147097,1.114094614982605,0.5983961820602417,0.3821242153644562,0.4034312963485718,0.3951129019260406,0.3638438582420349,0.2844052612781524,0.2299085259437561,0.3377205431461334,0.3672119975090027,0.3075333833694458,0.2463376969099044,0.0020202380647898,0.0009287805125812,0.0187283795036835,0.0091979695191437,26.18194860056382,0,healthy,1003,a_n
-254.0860137939453,260.11749267578125,-3.2211062908172607,11.24229907989502,0.0834572240710258,-1.6222063302993774,-31.35110855102539,6.868332862854004,30.487380981445312,-5.681201934814453,-7.554344654083252,1.98148512840271,3.4823601245880127,12.682652473449709,5.913387298583984,2.806976318359375,3.120914936065674,2.841527938842773,3.780264616012573,6.551093578338623,4.923102378845215,2.8612349033355717,2.7786428928375244,3.4132370948791504,2.609119415283203,1.6409205198287964,-0.1869024336338043,-0.108338788151741,0.0078925117850303,0.014404590241611,0.0155330719426274,-0.0049584633670747,0.176467165350914,-0.0599159188568592,-0.0417341627180576,-0.0109368171542882,-0.0422190316021442,0.047350700944662,0.0182390846312046,1.213718295097351,0.979756474494934,0.4693229794502258,0.4775393307209015,0.3184735774993896,0.5270540714263916,0.4076604843139648,0.2913254499435425,0.3936402201652527,0.4090810716152191,0.321797639131546,0.3496804535388946,0.2226322740316391,0.1567255556583404,-0.1854440867900848,0.0577693581581115,0.0611395500600338,0.010057502426207,-0.0301035307347774,0.0840963497757911,0.0130719942972064,-0.0198307428508996,0.0328604616224765,0.0117242308333516,-0.0199203286319971,0.0046310550533235,0.773357093334198,0.7265780568122864,0.3095468878746032,0.3208014965057373,0.1891373097896576,0.2457535713911056,0.3570851385593414,0.1886626780033111,0.2974569499492645,0.2405816614627838,0.230826586484909,0.2012154757976532,0.1845545172691345,0.0036386048886781,0.0018884251786116,0.0204190206214557,0.0094354678421453,23.4655343741642,0,healthy,1004,a_n
-274.16339111328125,264.8372802734375,22.48722267150879,14.226435661315918,-18.852344512939453,-16.704547882080078,-14.61507511138916,-1.7244383096694946,9.886921882629396,-5.396836280822754,5.361520767211914,-3.1075663566589355,-21.191495895385746,14.175976753234863,9.186882972717283,10.60816764831543,4.960039138793945,4.48599910736084,5.4707231521606445,3.4486024379730225,4.267218589782715,4.931913375854492,5.304379463195801,2.74712347984314,3.676491022109986,3.242375373840332,-0.4171226322650909,0.1044857650995254,0.2197247296571731,0.1451447159051895,-0.0502819269895553,-0.1376553922891616,-0.0286269504576921,0.047754343599081,-0.0831367224454879,0.0191732496023178,0.0746066719293594,-0.0263907648622989,-0.0746740400791168,2.103325366973877,1.586023211479187,0.8544629812240601,0.5923804640769958,0.6103886961936951,0.7374804019927979,0.5561755299568176,0.7495843172073364,0.470878541469574,0.7446169853210449,0.4035574197769165,0.4398127198219299,0.5669704079627991,0.3601270914077759,-0.3430001139640808,0.1198807284235954,-0.0618184730410575,-0.0072082784026861,0.0576200559735298,0.0444515347480773,-0.0255314745008945,-0.052644807845354,0.1090542152523994,-0.0146214086562395,-0.0443503484129905,0.1155209988355636,1.103214144706726,1.1614071130752563,0.5714024901390076,0.3893514573574066,0.3064434826374054,0.3906269371509552,0.3683482408523559,0.3382563889026642,0.3372771739959717,0.4677569568157196,0.2573749423027038,0.3197047114372253,0.4852157831192016,0.0026853573264141,0.0014780977967043,0.0213960415186101,0.0115767511990288,27.336358824924,0,healthy,1005,a_n
-285.53253173828125,188.2169189453125,1.6753979921340942,6.216285705566406,-32.1630744934082,-23.386537551879883,16.24583625793457,14.584744453430176,-6.26576566696167,12.91849422454834,1.1411628723144531,-19.946983337402344,8.804648399353027,16.01134490966797,5.89651346206665,6.692782878875732,4.637774467468262,6.569437503814697,4.4453125,4.744221210479736,3.725496292114258,3.6144089698791504,5.7903900146484375,3.6226449012756343,7.669063568115234,5.320372104644775,-0.3067320883274078,0.0237458180636167,0.0131818009540438,-0.0042651938274502,-0.0243777185678482,-0.0418676659464836,-0.0053620571270585,-0.0308042634278535,-0.0131035428494215,0.0066783102229237,-0.0492848269641399,-0.0437195003032684,0.0210652593523263,2.882341861724853,0.876896858215332,0.9672052264213562,0.5930406451225281,0.7851136326789856,0.5539640784263611,0.6049315929412842,0.6509034037590027,0.5303655862808228,0.6645331978797913,0.4973858594894409,0.8090085983276367,0.5461331009864807,0.3871241509914398,-0.0789126604795456,0.0594476275146007,0.0035794058348983,0.0786608904600143,0.049472339451313,-0.0507607758045196,-0.0440128818154335,0.0450408235192298,-0.0489208810031414,-0.024548465386033,0.0725939273834228,-0.0502805225551128,2.033463478088379,0.6984337568283081,0.5849272608757019,0.3883601129055023,0.548497200012207,0.4438112378120422,0.4845365881919861,0.5007220506668091,0.3945522010326385,0.3693877160549164,0.3289783000946045,0.4540512263774872,0.3703908920288086,0.0024978744553628,0.0014507297023525,0.0264232814487341,0.0126091008705751,25.391994074841048,0,healthy,1006,a_n
-267.37274169921875,256.9237060546875,8.370415687561035,-3.4673397541046143,-29.05550193786621,-1.3936458826065063,-11.934558868408203,0.5176163911819458,9.442896842956545,-16.73859405517578,6.496180057525635,6.568410873413086,-20.732606887817383,13.239129066467283,5.559399604797363,5.993966579437256,3.2558188438415527,5.335525035858154,4.684464931488037,4.424365520477295,5.352665424346924,4.363244533538818,3.799640655517578,3.294222116470337,4.16322135925293,2.7801544666290283,-0.3249675333499908,-0.0521552897989749,0.1235155463218689,0.0496426410973072,-0.0802645161747932,0.1008118912577629,0.0720893889665603,-0.0750976875424385,0.0090210689231753,-0.0474473014473915,-0.0057995924726128,0.023317152634263,-0.026700235903263,1.822349190711975,0.8712478876113892,0.6674677729606628,0.5815085768699646,0.8882263898849487,0.8111685514450073,0.7122381925582886,0.9182173013687134,0.6962517499923706,0.6518905758857727,0.5387998819351196,0.3975564539432525,0.4902679324150085,0.2490757256746292,-0.1580936759710312,0.0967910289764404,-0.0269636753946542,0.0689436942338943,-0.057008508592844,0.0206064488738775,0.0260130353271961,-0.0467594638466835,0.0681779608130455,-0.0138578731566667,-0.0069716642610728,0.0701351314783096,0.8786458969116211,0.630690336227417,0.5385427474975586,0.3323408961296081,0.4427638351917267,0.3923942148685455,0.4070042669773102,0.4920918345451355,0.377909243106842,0.3605904877185821,0.3468287587165832,0.2401507794857025,0.3569929897785187,0.0051452736941896,0.0028168341500121,0.0150724807236818,0.0066079620723108,25.57690819599941,0,healthy,1007,a_n
